tweet_id,retweet_count,favorite_count
733109485275860992,17638,50809
732732193018155009,558,2512
732726085725589504,925,3650
732585889486888962,815,3790
732375214819057664,2641,8352
732005617171337216,5715,15395
731285275100512256,1029,3600
731156023742988288,1329,3950
730924654643314689,2074,6324
730573383004487680,2248,5064
730427201120833536,1097,3579
730211855403241472,1100,3943
730196704625098752,2019,5010
729854734790754305,1180,4166
729838605770891264,401,1761
729823566028484608,1300,4110
729463711119904772,2430,5975
729113531270991872,340,1945
728986383096946689,854,3246
728760639972315136,1784,4824
728751179681943552,707,2861
728653952833728512,1085,3407
728409960103686147,2095,5060
728387165835677696,1002,3788
728046963732717569,1235,4440
728035342121635841,1747,4689
728015554473250816,1147,4217
727685679342333952,665,3033
727644517743104000,1827,6069
727524757080539137,1277,4603
727314416056803329,781,3433
727286334147182592,851,3130
727175381690781696,1447,4009
727155742655025152,1393,3754
726935089318363137,2569,7084
726887082820554753,1582,3950
726828223124897792,1042,3661
726224900189511680,1195,4544
725842289046749185,2771,7249
725786712245440512,1424,4284
725729321944506368,1871,5344
725458796924002305,649,1453
724983749226668032,1364,3825
724771698126512129,670,2445
724405726123311104,1720,5456
724049859469295616,1845,4451
724046343203856385,587,2742
724004602748780546,1641,4308
723912936180330496,1285,4017
723688335806480385,3108,7913
723673163800948736,932,3114
723179728551723008,1960,5448
722974582966214656,1637,4218
722613351520608256,1712,5119
721503162398597120,1956,4781
721001180231503872,641,2608
720785406564900865,801,3208
720775346191278080,708,2556
720415127506415616,1570,4253
720389942216527872,2623,6570
720340705894408192,1024,2954
720059472081784833,1170,4001
720043174954147842,2098,5058
719991154352222208,1823,4977
719704490224398336,1512,4698
719551379208073216,2015,5200
719367763014393856,771,2867
719339463458033665,1303,4542
719332531645071360,998,3526
718971898235854848,1138,3593
718939241951195136,1845,5392
718631497683582976,8420,19415
718613305783398402,500,2509
718540630683709445,1060,2542
718460005985447936,547,2777
718454725339934721,1577,5003
718246886998687744,519,1989
718234618122661888,1051,3993
717841801130979328,618,2529
717790033953034240,1176,2968
717537687239008257,1920,5919
717428917016076293,472,1657
717421804990701568,875,3244
717047459982213120,2001,6455
717009362452090881,1019,3358
716802964044845056,1233,4420
716791146589110272,1602,7483
716730379797970944,448,1274
716447146686459905,6176,13470
716439118184652801,219,2437
716285507865542656,1129,2868
716080869887381504,1997,6924
715928423106027520,913,3284
715758151270801409,1497,3835
715733265223708672,1760,4815
715704790270025728,592,2879
715696743237730304,1349,4027
715680795826982913,1696,4455
715360349751484417,1642,5631
715342466308784130,717,3125
715220193576927233,684,2489
715200624753819648,1969,5284
715009755312439296,1288,4294
714982300363173890,1077,3867
714962719905021952,4469,7577
714957620017307648,1482,4257
714631576617938945,1050,3374
714606013974974464,966,3744
714485234495041536,1209,2786
714258258790387713,747,3126
714251586676113411,874,3373
714214115368108032,918,2342
714141408463036416,1463,4445
713919462244790272,810,3386
713909862279876608,564,1976
713900603437621249,769,2931
713761197720473600,1437,5032
713411074226274305,1351,4556
713177543487135744,2950,7440
713175907180089344,1523,4596
712809025985978368,7028,19109
712717840512598017,5231,12731
712668654853337088,1263,4291
712438159032893441,1632,5487
712309440758808576,25,251
712097430750289920,1086,3911
712092745624633345,935,3037
712085617388212225,506,3353
712065007010385924,658,2340
711998809858043904,130,0
711968124745228288,2419,8319
711743778164514816,1028,2929
711732680602345472,4324,9167
711694788429553666,19161,33894
711652651650457602,960,3988
711363825979756544,1186,3777
711306686208872448,767,3421
711008018775851008,640,3084
710997087345876993,1447,4702
710844581445812225,723,2631
710833117892898816,558,2773
710658690886586372,588,2382
710609963652087808,2469,4943
710588934686908417,1954,4683
710296729921429505,773,2451
710283270106132480,539,2208
710272297844797440,1308,4685
710269109699739648,1176,2476
710153181850935296,934,3003
710140971284037632,927,2857
710117014656950272,2088,5675
709918798883774466,1110,3084
709901256215666688,105,694
709852847387627521,1248,3622
709566166965075968,1260,3653
709556954897764353,1111,3399
709519240576036864,245,1538
709449600415961088,605,2307
709409458133323776,717,2702
709225125749587968,597,2481
709207347839836162,6119,12973
709198395643068416,669,2504
709179584944730112,696,2067
709158332880297985,439,2110
709042156699303936,1715,4913
708853462201716736,686,1849
708845821941387268,940,3086
708834316713893888,530,1748
708810915978854401,7257,17011
708738143638450176,851,2831
708711088997666817,752,2629
708479650088034305,702,2634
708469915515297792,850,3190
708400866336894977,10610,16502
708356463048204288,1388,3713
708349470027751425,765,2428
708149363256774660,1605,4409
708130923141795840,879,3500
708119489313951744,1022,2769
708109389455101952,566,1993
708026248782585858,2001,4512
707995814724026368,1175,3233
707983188426153984,2,51
707969809498152960,1012,2788
707776935007539200,993,3382
707741517457260545,639,2572
707738799544082433,2597,4225
707693576495472641,1041,3542
707629649552134146,923,2660
707610948723478529,6695,17509
707420581654872064,722,2352
707411934438625280,620,2366
707387676719185920,1358,3618
707377100785885184,1129,3387
707315916783140866,670,2555
707297311098011648,827,2869
707059547140169728,707,2669
707038192327901184,826,2259
707021089608753152,1429,4210
707014260413456384,622,2377
706904523814649856,8211,15058
706901761596989440,624,2138
706681918348251136,1018,3441
706644897839910912,1150,2663
706593038911545345,655,2224
706538006853918722,1479,3574
706516534877929472,1077,3205
706346369204748288,966,3557
706310011488698368,8363,22034
706291001778950144,490,1758
706265994973601792,965,2821
706169069255446529,2334,4027
706166467411222528,1677,5321
706153300320784384,397,1534
705975130514706432,770,3210
705970349788291072,928,3244
705898680587526145,581,2446
705786532653883392,548,2008
705591895322394625,1210,3280
705475953783398401,963,3047
705442520700944385,1711,4585
705428427625635840,1760,3936
705239209544720384,777,3101
705223444686888960,837,2658
705102439679201280,535,2222
705066031337840642,633,2246
704871453724954624,1165,4415
704859558691414016,571,2332
704847917308362754,1606,5268
704819833553219584,1035,2731
704761120771465216,3031,6849
704499785726889984,1048,3032
704491224099647488,84,791
704480331685040129,1107,3511
704364645503647744,3720,8275
704347321748819968,362,1649
704134088924532736,488,1557
704113298707505153,589,1910
704054845121142784,948,3025
703774238772166656,486,1902
703769065844768768,1196,3396
703631701117943808,721,2685
703611486317502464,1587,3987
703425003149250560,1442,3923
703407252292673536,729,2538
703382836347330562,1190,3629
703356393781329922,404,1983
703268521220972544,568,2032
703079050210877440,3248,7644
703041949650034688,13134,27221
702932127499816960,755,2685
702899151802126337,477,1664
702684942141153280,1130,3331
702671118226825216,584,2276
702598099714314240,3594,12597
702539513671897089,1002,2968
702332542343577600,1634,3300
702321140488925184,1087,3389
702276748847800320,801,2561
702217446468493312,1400,4958
701981390485725185,1039,3568
701952816642965504,1073,3956
701889187134500865,1446,3669
701805642395348998,1773,3545
701601587219795968,478,2158
701570477911896070,972,2905
701545186879471618,641,2750
701214700881756160,5360,12620
700890391244103680,601,2288
700864154249383937,640,2675
700847567345688576,524,2530
700796979434098688,1005,2522
700747788515020802,9802,23636
700518061187723268,843,2723
700505138482569216,598,2366
700462010979500032,1886,4280
700167517596164096,780,2728
700151421916807169,696,2311
700143752053182464,2872,7790
700062718104104960,729,2744
700029284593901568,610,2145
700002074055016451,1407,3429
699801817392291840,1009,3162
699788877217865730,522,2308
699779630832685056,1307,2861
699775878809702401,634,2024
699691744225525762,4829,10615
699446877801091073,2740,6144
699434518667751424,530,2236
699423671849451520,346,1425
699413908797464576,642,2144
699370870310113280,459,1951
699323444782047232,906,3268
699088579889332224,662,2317
699079609774645248,685,2538
699072405256409088,1248,3110
699060279947165696,1898,3900
699036661657767936,1250,2692
698989035503689728,1027,3493
698953797952008193,950,2798
698907974262222848,655,2622
698710712454139905,715,2557
698703483621523456,399,1509
698635131305795584,356,1338
698549713696649216,650,2406
698355670425473025,477,1936
698342080612007937,995,2342
698262614669991936,2107,4915
698195409219559425,6247,17351
698178924120031232,781,2909
697995514407682048,351,1576
697990423684476929,1358,3398
697943111201378304,720,2484
697881462549430272,1248,3122
697630435728322560,566,1811
697616773278015490,1061,3266
697596423848730625,1325,3143
697575480820686848,521,2111
697516214579523584,1181,2148
697482927769255936,705,2499
697463031882764288,1449,3530
697270446429966336,1962,4840
697259378236399616,1049,3404
697255105972801536,1216,3125
697242256848379904,702,2604
696900204696625153,1068,3293
696894894812565505,707,2424
696886256886657024,1888,5012
696877980375769088,743,2525
696754882863349760,372,1535
696744641916489729,984,2139
696713835009417216,678,2455
696518437233913856,1785,4033
696490539101908992,150,1257
696488710901260288,1082,2626
696405997980676096,1201,3326
696100768806522880,700,2001
695816827381944320,1225,3112
695794761660297217,817,3289
695767669421768709,787,1938
695629776980148225,2205,4723
695446424020918272,1899,4535
695409464418041856,3750,8953
695314793360662529,1536,3762
695095422348574720,647,2737
695074328191332352,1163,2946
695064344191721472,631,1656
695051054296211456,827,2752
694925794720792577,960,2786
694905863685980160,975,2849
694669722378485760,15163,36960
694356675654983680,299,1560
694352839993344000,652,2116
694342028726001664,504,1629
694329668942569472,523,2075
694206574471057408,2134,4321
694183373896572928,975,3047
694001791655137281,1081,3513
693993230313091072,423,1936
693942351086120961,385,1797
693647888581312512,622,2794
693644216740769793,131,1391
693642232151285760,430,2629
693629975228977152,834,2540
693622659251335168,386,1600
693590843962331137,2069,5225
693582294167244802,265,1704
693486665285931008,665,1845
693280720173801472,1297,3490
693267061318012928,855,2471
693262851218264065,524,2310
693231807727280129,768,2970
693155686491000832,3370,8143
693109034023534592,644,1782
693095443459342336,486,1937
692919143163629568,786,2755
692905862751522816,918,2526
692901601640583168,628,1844
692894228850999298,848,2357
692828166163931137,920,2985
692752401762250755,3810,7058
692568918515392513,1615,4504
692535307825213440,1430,3299
692530551048294401,435,1912
692423280028966913,240,1529
692417313023332352,3652,9657
692187005137076224,858,2615
692158366030913536,829,2221
692142790915014657,414,1701
692041934689402880,1338,3516
692017291282812928,1001,2967
691820333922455552,1745,4089
691793053716221953,4421,8406
691756958957883396,1066,2980
691675652215414786,530,2015
691483041324204033,589,2464
691459709405118465,1211,4193
691444869282295808,888,2742
691416866452082688,8036,19971
691321916024623104,692,2665
691096613310316544,926,3062
691090071332753408,352,1769
690989312272396288,3006,6105
690959652130045952,1319,3706
690938899477221376,2094,4264
690932576555528194,1078,3396
690735892932222976,1335,3916
690728923253055490,540,2251
690690673629138944,844,2407
690649993829576704,293,1356
690607260360429569,17,306
690597161306841088,635,2035
690400367696297985,473,1944
690374419777196032,899,3379
690360449368465409,936,2746
690348396616552449,541,1566
690248561355657216,434,1740
690021994562220032,1087,2887
690015576308211712,777,2598
690005060500217858,1778,3798
689999384604450816,394,1479
689993469801164801,475,1512
689977555533848577,469,1422
689905486972461056,728,2508
689877686181715968,1239,3130
689835978131935233,789,2244
689661964914655233,975,3312
689659372465688576,4070,10716
689623661272240129,675,2301
689599056876867584,5808,12034
689557536375177216,481,2121
689517482558820352,1508,3526
689289219123089408,989,2333
689283819090870273,1155,3406
689280876073582592,752,2066
689275259254616065,257,1197
689255633275777024,1136,2648
689154315265683456,1051,3176
689143371370250240,536,2090
688916208532455424,915,2831
688908934925697024,816,2187
688898160958271489,830,2179
688894073864884227,732,2318
688828561667567616,392,1428
688804835492233216,203,1002
688789766343622656,694,2298
688547210804498433,737,2707
688519176466644993,772,2402
688385280030670848,4693,9606
688211956440801280,873,2313
688179443353796608,617,2199
688116655151435777,821,2937
688064179421470721,378,1796
687841446767013888,2661,5653
687826841265172480,1186,2825
687818504314159109,1002,2583
687807801670897665,741,2483
687732144991551489,695,1825
687704180304273409,882,2532
687664829264453632,535,2006
687494652870668288,602,1970
687480748861947905,253,1657
687476254459715584,559,2052
687460506001633280,569,2130
687399393394311168,657,1960
687317306314240000,9613,20818
687312378585812992,1998,4518
687127927494963200,2411,5651
687124485711986689,526,2246
687109925361856513,2598,6017
687102708889812993,1037,2424
687096057537363968,633,2326
686947101016735744,3345,8904
686760001961103360,1450,3645
686749460672679938,1534,3595
686730991906516992,1264,4296
686683045143953408,846,2913
686618349602762752,1436,3821
686606069955735556,573,1966
686394059078897668,712,1802
686386521809772549,922,3369
686377065986265092,592,2287
686358356425093120,716,2272
686286779679375361,1747,4138
686050296934563840,762,2280
686035780142297088,127,1200
686034024800862208,1217,3217
686007916130873345,444,2568
686003207160610816,674,1891
685973236358713344,547,2185
685943807276412928,630,1684
685906723014619143,3071,7772
685681090388975616,132,2100
685667379192414208,602,2424
685663452032069632,1535,3373
685641971164143616,823,3031
685547936038666240,16527,34079
685532292383666176,1216,3147
685325112850124800,4191,9808
685321586178670592,675,2741
685315239903100929,1140,3465
685307451701334016,463,2147
685268753634967552,1265,3209
685198997565345792,697,2418
685169283572338688,1495,4240
684969860808454144,397,2447
684959798585110529,3298,7042
684940049151070208,1094,3330
684926975086034944,489,3621
684914660081053696,1545,3639
684902183876321280,558,1947
684880619965411328,865,2178
684830982659280897,22747,36263
684800227459624960,1053,2820
684594889858887680,3712,9222
684588130326986752,1481,4249
684567543613382656,1295,3120
684538444857667585,1004,2736
684481074559381504,1230,4021
684460069371654144,584,2056
684241637099323392,3492,8433
684225744407494656,222,1280
684222868335505415,1447,3964
684200372118904832,1077,2241
684195085588783105,546,1980
684188786104872960,1238,3602
684177701129875456,707,2085
684147889187209216,1569,3080
684122891630342144,498,2066
684097758874210310,1512,4257
683857920510050305,1174,3934
683852578183077888,370,1995
683849932751646720,1034,2709
683834909291606017,1167,2715
683828599284170753,1118,2909
683773439333797890,1427,3464
683742671509258241,3489,6719
683515932363329536,3071,7609
683498322573824003,1014,3280
683481228088049664,1050,2735
683462770029932544,708,2514
683449695444799489,1696,4040
683391852557561860,2507,7886
683357973142474752,979,3036
683142553609318400,1095,2989
683111407806746624,961,3510
683098815881154561,693,2240
683078886620553216,590,2056
683030066213818368,767,2224
682962037429899265,17559,38194
682808988178739200,189,1840
682788441537560576,1176,2559
682750546109968385,462,1579
682697186228989953,379,1363
682662431982772225,1139,3158
682638830361513985,637,2131
682429480204398592,1225,3553
682406705142087680,1862,7847
682393905736888321,717,2310
682389078323662849,493,1720
682303737705140231,1059,3175
682259524040966145,1276,4308
682242692827447297,1241,3370
682088079302213632,10412,18910
682059653698686977,1781,5121
682047327939461121,1011,3312
682032003584274432,2121,6806
682003177596559360,1616,3254
681981167097122816,1088,2894
681891461017812993,863,2553
681694085539872773,4268,13226
681679526984871937,473,1830
681654059175129088,976,2725
681610798867845120,500,1979
681579835668455424,1373,3667
681523177663676416,6111,14804
681340665377193984,294,1694
681339448655802368,4280,9596
681320187870711809,790,2737
681302363064414209,1925,4081
681297372102656000,1013,3314
681281657291280384,1160,3329
681261549936340994,290,1509
681242418453299201,567,1546
681231109724700672,510,2484
681193455364796417,1560,3834
680970795137544192,699,2507
680959110691590145,2109,4710
680940246314430465,1111,3321
680934982542561280,463,2143
680913438424612864,650,2479
680889648562991104,381,1824
680836378243002368,1402,3576
680805554198020098,696,2232
680801747103793152,866,2452
680798457301471234,1098,2955
680609293079592961,749,2722
680583894916304897,1417,3739
680497766108381184,2006,4377
680494726643068929,510,1775
680473011644985345,781,2629
680440374763077632,533,1507
680221482581123072,305,1511
680206703334408192,1241,2936
680191257256136705,530,2220
680176173301628928,1654,4030
680161097740095489,775,2399
680145970311643136,1836,3733
680130881361686529,1000,2364
680115823365742593,948,2804
680100725817409536,1443,3683
680085611152338944,9427,13206
680070545539371008,926,2666
679877062409191424,683,2037
679872969355714560,697,2249
679862121895714818,653,2531
679854723806179328,1299,2949
679844490799091713,803,2451
679828447187857408,14771,37396
679777920601223168,1169,3180
679736210798047232,835,2157
679729593985699840,866,2233
679722016581222400,493,1704
679530280114372609,2187,4921
679527802031484928,761,2730
679511351870550016,1331,3481
679503373272485890,1549,3238
679475951516934144,665,2155
679462823135686656,19795,32708
679405845277462528,1263,2451
679158373988876288,8506,22040
679148763231985668,1084,2861
679132435750195208,1216,3053
679111216690831360,2688,6139
679062614270468097,8616,17546
679047485189439488,710,2310
679001094530465792,1299,2910
678991772295516161,1235,2386
678969228704284672,485,1694
678800283649069056,949,2652
678798276842360832,1244,3566
678774928607469569,963,2880
678767140346941444,1437,3646
678764513869611008,501,1689
678755239630127104,3469,7332
678740035362037760,1776,3867
678708137298427904,2540,5738
678675843183484930,1551,2955
678643457146150913,442,2109
678446151570427904,1638,4113
678424312106393600,2661,5561
678410210315247616,1914,4357
678399652199309312,33247,81359
678396796259975168,443,1635
678389028614488064,440,1921
678380236862578688,955,2517
678341075375947776,565,1779
678334497360859136,271,1338
678278586130948096,6357,11754
678255464182861824,390,1631
678023323247357953,400,1980
678021115718029313,6680,14083
677961670166224897,1764,3508
677918531514703872,430,1387
677895101218201600,2212,4965
677716515794329600,1010,3141
677700003327029250,1517,3484
677698403548192770,334,1263
677687604918272002,887,2545
677673981332312066,1568,3424
677662372920729601,1016,1994
677644091929329666,836,1908
677573743309385728,757,2193
677565715327688705,478,1329
677557565589463040,1210,2498
677547928504967168,3804,7103
677530072887205888,236,1098
677335745548390400,1865,3112
677334615166730240,305,1385
677331501395156992,245,1124
677328882937298944,1568,3718
677314812125323265,554,1686
677301033169788928,429,1270
677269281705472000,735,2047
677228873407442944,1711,3627
677187300187611136,964,2801
676975532580409345,1117,2850
676957860086095872,840,2267
676949632774234114,416,1342
676948236477857792,909,2226
676946864479084545,394,1752
676942428000112642,788,2114
676936541936185344,5099,12999
676916996760600576,1872,3029
676897532954456065,748,2305
676864501615042560,739,2144
676821958043033607,16249,23548
676819651066732545,694,1843
676811746707918848,443,1449
676776431406465024,2088,5116
676617503762681856,1021,2963
676613908052996102,203,1108
676606785097199616,457,1919
676603393314578432,397,1185
676593408224403456,2243,4665
676590572941893632,130,930
676588346097852417,827,2366
676582956622721024,290,1225
676575501977128964,1160,2647
676533798876651520,580,1911
676496375194980353,552,1551
676470639084101634,4844,11828
676440007570247681,692,1750
676430933382295552,359,1426
676263575653122048,574,2123
676237365392908289,303,1247
676219687039057920,32190,76937
676215927814406144,605,1771
676191832485810177,1071,2324
676146341966438401,686,1958
676121918416756736,1201,2196
676101918813499392,1209,2867
676098748976615425,1488,3058
676089483918516224,447,1338
675898130735476737,594,1648
675891555769696257,896,2164
675888385639251968,999,2417
675878199931371520,1447,4233
675870721063669760,594,1666
675853064436391936,1342,2733
675849018447167488,153,954
675845657354215424,916,2315
675822767435051008,554,1552
675820929667219457,239,1065
675798442703122432,3498,10412
675781562965868544,490,1652
675740360753160193,359,1192
675710890956750848,849,1919
675707330206547968,720,2005
675706639471788032,101,653
675534494439489536,433,1846
675531475945709568,398,1202
675522403582218240,294,1056
675517828909424640,472,1312
675501075957489664,5985,17387
675497103322386432,1342,3185
675489971617296384,619,1319
675483430902214656,1000,1864
675432746517426176,589,1544
675372240448454658,527,1713
675362609739206656,236,1065
675354435921575936,17735,33148
675349384339542016,2329,3967
675334060156301312,1336,2812
675166823650848770,1660,3661
675153376133427200,2675,6356
675149409102012420,1726,3777
675147105808306176,245,954
675146535592706048,323,1203
675145476954566656,928,2166
675135153782571009,509,1314
675113801096802304,805,1977
675111688094527488,260,980
675109292475830276,1165,2831
675047298674663426,337,1067
675015141583413248,1237,2735
675006312288268288,232,1000
675003128568291329,486,1572
674999807681908736,1132,2272
674805413498527744,364,865
674800520222154752,881,3048
674793399141146624,1118,2533
674790488185167872,254,1120
674788554665512960,216,820
674781762103414784,1237,2024
674774481756377088,486,1133
674767892831932416,814,1850
674764817387900928,245,792
674754018082705410,461,1373
674752233200820224,481,1470
674743008475090944,568,1422
674742531037511680,52,493
674739953134403584,403,1121
674737130913071104,96,654
674690135443775488,481,1157
674670581682434048,669,1623
674664755118911488,262,933
674646392044941312,507,1449
674644256330530816,277,1032
674638615994089473,596,1698
674632714662858753,594,1519
674606911342424069,102,945
674468880899788800,2111,6286
674447403907457024,364,1075
674436901579923456,400,1121
674422304705744896,550,1450
674416750885273600,143,686
674410619106390016,477,1212
674394782723014656,586,1519
674372068062928900,321,851
674330906434379776,74,565
674318007229923329,527,1428
674307341513269249,7122,11404
674291837063053312,6032,14862
674271431610523648,747,1583
674269164442398721,230,910
674265582246694913,870,1662
674262580978937856,464,1314
674255168825880576,567,1477
674082852460433408,174,759
674075285688614912,296,991
674063288070742018,2259,6419
674053186244734976,1329,3341
674051556661161984,496,1455
674045139690631169,653,1431
674042553264685056,131,729
674038233588723717,422,1108
674036086168010753,217,852
674024893172875264,1250,1798
674019345211760640,306,1138
674014384960745472,661,1573
674008982932058114,364,1206
673956914389192708,979,1957
673919437611909120,377,1176
673906403526995968,1648,3213
673887867907739649,255,934
673716320723169284,765,3097
673715861853720576,2126,3563
673711475735838725,303,1043
673709992831262724,278,854
673708611235921920,295,1089
673707060090052608,400,1103
673705679337693185,409,1260
673700254269775872,582,1447
673697980713705472,1988,3825
673689733134946305,661,1740
673688752737402881,503,1270
673686845050527744,448,1438
673680198160809984,477,1376
673662677122719744,367,1265
673656262056419329,247,719
673636718965334016,366,1112
673612854080196609,731,1602
673583129559498752,370,1195
673580926094458881,274,839
673576835670777856,570,1394
673363615379013632,310,1028
673359818736984064,682,1457
673355879178194945,587,1496
673352124999274496,546,1658
673350198937153538,217,749
673345638550134785,1293,2520
673343217010679808,276,974
673342308415348736,594,1276
673320132811366400,8088,13506
673317986296586240,264,878
673295268553605120,3210,7551
673270968295534593,373,1068
673240798075449344,747,1425
673213039743795200,855,2257
673148804208660480,642,1691
672997845381865473,735,1980
672995267319328768,301,960
672988786805112832,298,986
672984142909456390,549,1260
672980819271634944,1026,1828
672975131468300288,919,1687
672970152493887488,363,948
672968025906282496,554,1320
672964561327235073,649,1429
672902681409806336,511,1370
672898206762672129,428,907
672884426393653248,844,1554
672877615439593473,372,1036
672834301050937345,577,1317
672828477930868736,501,1260
672640509974827008,327,976
672622327801233409,499,1305
672614745925664768,595,1225
672609152938721280,393,1121
672604026190569472,404,1113
672594978741354496,615,1332
672591762242805761,337,954
672591271085670400,185,728
672538107540070400,370,1032
672523490734551040,173,642
672488522314567680,446,1110
672482722825261057,608,1141
672481316919734272,126,719
672475084225949696,711,1432
672466075045466113,548,1357
672272411274932228,3430,6467
672267570918129665,624,1498
672264251789176834,343,1142
672256522047614977,1573,2822
672254177670729728,752,1432
672248013293752320,619,1719
672245253877968896,162,689
672239279297454080,326,898
672231046314901505,1034,1839
672222792075620352,214,785
672205392827572224,1169,2265
672169685991993344,373,1025
672160042234327040,361,875
672139350159835138,718,1751
672125275208069120,1156,2405
672095186491711488,372,1005
672082170312290304,372,943
672068090318987265,525,1292
671896809300709376,4217,8496
671891728106971137,581,1336
671882082306625538,1401,3474
671879137494245376,689,1428
671874878652489728,566,1250
671866342182637568,507,1117
671855973984772097,450,907
671789708968640512,3526,7070
671768281401958400,530,1190
671763349865160704,936,1684
671744970634719232,784,1354
671743150407421952,235,744
671735591348891648,763,1456
671729906628341761,4401,8510
671561002136281088,7314,12826
671550332464455680,210,914
671547767500775424,603,1358
671544874165002241,1058,1977
671542985629241344,569,1092
671538301157904385,400,929
671536543010570240,414,1177
671533943490011136,588,1017
671528761649688577,263,844
671520732782923777,532,1405
671518598289059840,292,954
671511350426865664,732,1608
671504605491109889,3584,7021
671497587707535361,453,918
671488513339211776,476,1013
671486386088865792,207,579
671485057807351808,234,763
671390180817915904,741,1430
671362598324076544,297,1106
671357843010908160,150,398
671355857343524864,115,482
671347597085433856,432,959
671186162933985280,214,733
671182547775299584,350,1116
671166507850801152,356,874
671163268581498880,1124,1667
671159727754231808,82,374
671154572044468225,221,713
671151324042559489,157,669
671147085991960577,229,674
671141549288370177,665,1155
671138694582165504,407,922
671134062904504320,198,749
671122204919246848,2548,3491
671115716440031232,786,1365
671109016219725825,448,1146
670995969505435648,297,1104
670842764863651840,8828,24608
670840546554966016,194,591
670838202509447168,703,1111
670833812859932673,127,444
670832455012716544,221,732
670826280409919488,4102,5552
670823764196741120,195,776
670822709593571328,97,612
670815497391357952,1553,3179
670811965569282048,274,1128
670807719151067136,499,1156
670804601705242624,972,1960
670803562457407488,88,344
670797304698376195,240,735
670792680469889025,283,829
670789397210615808,245,662
670786190031921152,201,603
670783437142401025,400,819
670782429121134593,781,1563
670780561024270336,291,786
670778058496974848,74,327
670764103623966721,427,1074
670755717859713024,112,438
670733412878163972,519,964
670727704916926465,365,824
670717338665226240,501,1206
670704688707301377,375,771
670691627984359425,247,592
670679630144274432,286,748
670676092097810432,43,248
670668383499735048,5097,10719
670474236058800128,764,1516
670468609693655041,86,353
670465786746662913,558,972
670452855871037440,208,552
670449342516494336,672,1193
670444955656130560,2002,6732
670442337873600512,202,643
670435821946826752,521,1053
670434127938719744,655,1403
670433248821026816,114,329
670428280563085312,635,1385
670427002554466305,166,522
670421925039075328,639,1309
670420569653809152,319,626
670417414769758208,318,569
670411370698022913,910,2017
670408998013820928,229,556
670403879788544000,158,433
670385711116361728,212,558
670374371102445568,274,746
670361874861563904,69,328
670338931251150849,113,421
670319130621435904,1235,3868
670303360680108032,137,429
670290420111441920,291,703
670093938074779648,337,1022
670086499208155136,254,698
670079681849372674,1251,2220
670073503555706880,800,1579
670069087419133954,244,626
670061506722140161,347,765
670055038660800512,335,668
670046952931721218,180,644
670040295598354432,113,753
670037189829525505,279,588
670003130994700288,93,332
669993076832759809,86,324
669972011175813120,160,447
669970042633789440,62,301
669942763794931712,166,502
669926384437997569,106,372
669923323644657664,57,233
669753178989142016,405,814
669749430875258880,65,266
669684865554620416,90,516
669683899023405056,112,389
669682095984410625,136,350
669680153564442624,294,667
669661792646373376,442,802
669625907762618368,1838,3528
669603084620980224,367,946
669597912108789760,152,513
669583744538451968,935,1494
669573570759163904,142,434
669571471778410496,1029,1593
669567591774625800,55,236
669564461267722241,125,384
669393256313184256,77,368
669375718304980992,736,1331
669371483794317312,183,496
669367896104181761,159,466
669363888236994561,230,618
669359674819481600,126,370
669354382627049472,1289,2710
669353438988365824,265,647
669351434509529089,189,436
669328503091937280,424,1020
669327207240699904,118,575
669324657376567296,211,499
669216679721873412,407,1192
669214165781868544,168,438
669203728096960512,485,1004
669037058363662336,318,656
669015743032369152,379,735
669006782128353280,251,576
669000397445533696,6431,20920
668994913074286592,233,438
668992363537309700,352,746
668989615043424256,334,679
668988183816871936,477,897
668986018524233728,171,553
668981893510119424,309,536
668979806671884288,354,798
668975677807423489,586,1303
668967877119254528,23,145
668960084974809088,241,704
668955713004314625,72,280
668932921458302977,59,264
668902994700836864,102,318
668892474547511297,153,397
668872652652679168,304,524
668852170888998912,168,453
668826086256599040,139,431
668815180734689280,273,577
668779399630725120,375,701
668655139528511488,222,533
668645506898350081,536,888
668643542311546881,538,878
668641109086707712,544,1077
668636665813057536,496,1041
668633411083464705,1668,2806
668631377374486528,322,712
668627278264475648,117,317
668625577880875008,137,385
668623201287675904,781,1426
668620235289837568,43,201
668614819948453888,316,615
668587383441514497,1085,1670
668567822092664832,56,243
668544745690562560,229,515
668542336805281792,219,456
668537837512433665,77,251
668528771708952576,230,459
668507509523615744,107,324
668496999348633600,134,411
668484198282485761,238,425
668480044826800133,149,457
668466899341221888,523,881
668297328638447616,298,617
668291999406125056,31,243
668286279830867968,138,502
668274247790391296,232,822
668268907921326080,237,552
668256321989451776,621,1308
668248472370458624,494,984
668237644992782336,2873,6192
668226093875376128,105,299
668221241640230912,199,508
668204964695683073,197,552
668190681446379520,197,653
668171859951755264,195,489
668154635664932864,320,495
668142349051129856,284,568
668113020489474048,243,665
667937095915278337,790,1258
667924896115245057,113,301
667915453470232577,56,209
667911425562669056,308,492
667902449697558528,378,849
667886921285246976,1098,1874
667885044254572545,489,809
667878741721415682,120,391
667873844930215936,408,626
667866724293877760,1035,2994
667861340749471744,78,239
667832474953625600,63,291
667806454573760512,497,1050
667801013445750784,97,328
667793409583771648,334,697
667782464991965184,246,405
667773195014021121,57,234
667766675769573376,217,441
667728196545200128,152,376
667724302356258817,318,481
667550904950915073,35,0
667550882905632768,33,0
