tweet_id,retweet_count,favorite_count
839290600511926273,148,0
839239871831150596,6881,28088
838952994649550848,4192,20273
838921590096166913,2180,11545
838916489579200512,36,0
838831947270979586,11641,0
838561493054533637,1393,11297
838476387338051585,5067,23330
838201503651401729,10628,0
838150277551247360,352,1736
838085839343206401,1,146
838083903487373313,3332,18214
837820167694528512,8286,35367
837482249356513284,464,3966
837471256429613056,2405,13230
837366284874571778,5595,21911
837110210464448512,2518,16596
836989968035819520,2423,13173
836753516572119041,4872,19949
836677758902222849,2348,13061
836648853927522308,575,0
836397794269200385,29259,0
836380477523124226,3141,15277
836260088725786625,4527,22037
836001077879255040,4527,19783
835685285446955009,8608,0
835574547218894849,3824,18454
835536468978302976,1802,0
835309094223372289,22235,0
835297930240217089,3176,17046
835264098648616962,1802,8011
835246439529840640,77,2176
835172783151792128,6077,27103
835152434251116546,3197,23290
834931633769889797,1747,11224
834786237630337024,5828,22004
834574053763584002,2681,14185
834477809192075265,11307,0
834458053273591808,1779,9982
834209720923721728,5062,21365
834167344700198914,3858,16363
834089966724603904,2252,10426
834086379323871233,2350,13554
833863086058651648,2535,13923
833826103416520705,3958,18697
833732339549220864,227,0
833722901757046785,3402,21527
833479644947025920,2186,15413
833124694597443584,5124,20985
832998151111966721,2352,13807
832769181346996225,39,0
832757312314028032,3838,17493
832682457690300417,3107,12340
832645525019123713,551,3037
832636094638288896,2952,16456
832397543355072512,2357,12396
832369877331693569,3381,17851
832273440279240704,2474,11759
832215909146226688,6575,0
832215726631055365,9949,0
832088576586297345,2,68
832040443403784192,10294,0
832032802820481025,4939,18554
831939777352105988,6506,24944
831926988323639298,35,355
831911600680497154,6930,28753
831670449226514432,1927,10877
831650051525054464,2063,7464
831552930092285952,2439,9349
831322785565769729,1629,9602
831315979191906304,1190,6792
831309418084069378,2602,12203
831262627380748289,2177,12393
830956169170665475,1587,8295
830583320585068544,17885,69628
830173239259324417,6060,0
830097400375152640,3185,10227
829878982036299777,5349,0
829861396166877184,2087,12745
829501995190984704,11307,33060
829449946868879360,2150,10907
829374341691346946,9932,36053
829141528400556032,7883,25504
829011960981237760,17282,55282
828801551087042563,3614,0
828770345708580865,6245,26639
828708714936930305,11972,38132
828650029636317184,1433,9903
828409743546925057,1223,6582
828408677031882754,1372,7998
828381636999917570,2371,13162
828376505180889089,1137,7699
828372645993398273,3150,13085
828361771580813312,181,2294
828046555563323392,3057,12267
828011680017821696,2289,10805
827933404142436356,5577,20970
827653905312006145,3206,16086
827600520311402496,1013,7720
827324948884643840,3262,16545
827199976799354881,2394,11029
826958653328592898,5349,22518
826848821049180160,10914,38043
826615380357632002,4221,0
826598799820865537,268,5339
826598365270007810,2505,10515
826476773533745153,4486,19253
826240494070030336,2766,13853
826204788643753985,994,5088
826115272272650244,3349,16367
825876512159186944,2001,10942
825829644528148480,2661,13302
825535076884762624,18392,54494
825147591692263424,4886,19135
825120256414846976,1367,0
825026590719483904,1367,6634
824796380199809024,5876,0
824775126675836928,3759,15646
824663926340194305,1854,10565
824325613288833024,11126,12341
824297048279236611,4140,15758
824025158776213504,630,5002
823939628516474880,2902,11128
823719002937630720,12006,0
823699002998870016,2584,13186
823581115634085888,2830,13635
823333489516937216,27,730
823322678127919110,4304,16477
823269594223824897,10549,0
822975315408461824,3691,18114
822872901745569793,46993,138408
822859134160621569,2447,13869
822647212903690241,6865,0
822610361945911296,3172,15493
822489057087389700,6865,19024
822462944365645825,15674,29732
822244816520155136,10549,36684
822163064745328640,5144,0
821886076407029760,2508,11882
821813639212650496,3591,0
821765923262631936,1779,8817
821522889702862852,1901,8420
821421320206483457,6000,0
821407182352777218,4655,12348
821153421864615936,10,266
821149554670182400,2162,9128
821107785811234820,2281,10058
821044531881721856,2459,13279
820837357901512704,7193,0
820749716845686786,10628,33075
820690176645140481,3459,12797
820494788566847489,606,0
820446719150292993,2770,0
820314633777061888,606,3496
820078625395449857,6751,20799
820013781606658049,1271,0
819952236453363712,1271,5584
819924195358416896,5197,13523
819711362133872643,3362,14117
819588359383371776,2116,10070
819347104292290561,1294,7583
819238181065359361,435,2405
819227688460238848,7193,24234
819015337530290176,39558,0
819015331746349057,20391,0
819006400881917954,20391,47481
819004803107983360,39558,91086
818646164899774465,22447,0
818627210458333184,8032,23324
818614493328580609,2772,10352
818588835076603904,6605,0
818536468981415936,2662,11465
818307523543449600,8750,0
818259473185828864,2455,11578
818145370475810820,2789,12898
817908911860748288,848,5094
817827839487737858,29259,54393
817777686764523521,2879,11253
817536400337801217,3271,12382
817502432452313088,3652,0
817423860136083457,16057,35866
817415592588222464,1037,5894
817181837579653120,9139,0
817171292965273600,2168,9187
817120970343411712,2816,12822
817056546584727552,1771,9029
816829038950027264,5063,0
816816676327063552,2186,10547
816697700272001025,2372,10311
816450570814898180,8750,32125
816336735214911488,2108,9046
816091915477250048,2327,9410
816062466425819140,1122,0
816014286006976512,5715,0
815990720817401858,1122,5248
815966073409433600,9139,23572
815745968457060357,4452,0
815736392542261248,2448,10369
815639385530101762,1771,8648
815390420867969024,4097,10904
814986499976527872,1383,8056
814638523311648768,2918,11864
814578408554463233,6247,0
814530161257443328,2000,9098
814153002265309185,9354,30306
813944609378369540,3441,0
813910438903693312,2016,9793
813812741911748608,15086,38368
813800681631023104,1894,8795
813217897535406080,7887,19665
813202720496779264,1944,9697
813187593374461952,4703,20920
813172488309972993,2064,9824
813157409116065792,2396,8189
813142292504645637,2543,8893
813130366689148928,481,4712
813127251579564032,3377,12486
813112105746448384,2972,10890
813096984823349248,3876,11105
813081950185472002,2985,10412
813066809284972545,2098,8392
813051746834595840,7911,22106
812781120811126785,2064,8009
812709060537683968,1538,6981
812503143955202048,1321,6403
812466873996607488,2081,8426
812372279581671427,3962,14432
811985624773361665,1516,7656
811744202451197953,1727,7967
811647686436880384,802,5896
811627233043480576,3366,13487
811386762094317568,6890,22059
810984652412424192,1550,5627
810896069567610880,1928,9552
810657578271330305,2860,11577
810284430598270976,12299,37320
810254108431155201,3614,15508
809920764300447744,4221,16339
809808892968534016,5285,0
809448704142938112,1581,7318
809220051211603969,6060,21039
809084759137812480,3802,13970
808838249661788160,3287,10684
808733504066486276,2339,8357
808501579447930884,2797,11912
808344865868283904,22447,44892
808134635716833280,6418,0
808106460588765185,2376,9248
808001312164028416,3828,13267
807621403335917568,3962,15369
807106840509214720,60128,125277
807059379405148160,7906,0
807010152071229440,4147,13773
806629075125202948,37613,79206
806620845233815552,5972,0
806576416489959424,2083,5134
806542213899489280,2552,10789
806242860592926720,12605,0
806219024703037440,1287,6796
805958939288408065,5818,0
805932879469572096,2069,8734
805826884734976000,1981,6952
805823200554876929,8687,0
805520635690676224,1778,6068
805487436403003392,2742,9270
805207613751304193,1841,8239
804738756058218496,4153,14503
804475857670639616,2167,6480
804413760345620481,3485,0
804026241225523202,17554,47088
803773340896923648,2989,10617
803692223237865472,8036,0
803638050916102144,4455,11591
803380650405482500,2005,8188
803321560782307329,5733,0
803276597545603072,2657,10593
802952499103731712,2169,9551
802624713319034886,3164,0
802600418706604034,1593,7517
802572683846291456,2698,9452
802323869084381190,6305,17154
802265048156610565,1479,6984
802239329049477120,2827,9589
802185808107208704,286,0
801958328846974976,1848,8169
801854953262350336,251,1867
801538201127157760,2217,8675
801285448605831168,899,6393
801167903437357056,6418,25922
801127390143516673,4281,0
801115127852503040,2260,8542
800859414831898624,103,730
800855607700029440,1763,0
800751577355128832,2999,11119
800513324630806528,3255,13888
800459316964663297,2333,10016
800443802682937345,4667,0
800388270626521089,3033,11801
800188575492947969,4268,0
800141422401830912,2770,16200
800018252395122689,14255,30027
799774291445383169,5060,0
799757965289017345,2339,8867
799422933579902976,2070,8522
799308762079035393,5962,0
799297110730567681,2995,10469
799063482566066176,2666,8538
798933969379225600,4838,13891
798925684722855936,1539,7878
798705661114773508,7138,0
798701998996647937,8420,0
798697898615730177,7028,0
798694562394996736,5360,0
798686750113755136,2507,0
798682547630837760,5099,0
798673117451325440,5985,0
798665375516884993,4217,0
798644042770751489,2002,0
798628517273620480,2127,0
798585098161549313,6175,0
798576900688019456,6319,0
798340744599797760,3628,0
798209839306514432,2762,10981
797971864723324932,3398,12319
797545162159308800,5242,15372
797236660651966464,7186,21122
797165961484890113,29,241
796904159865868288,9613,0
796865951799083009,2059,8114
796759840936919040,3306,12557
796563435802726400,7898,0
796484825502875648,1904,8014
796387464403357696,4508,11643
796177847564038144,15489,0
796149749086875649,15489,34191
796125600683540480,1932,5232
796116448414461957,2612,9642
796080075804475393,2505,8965
796031486298386433,3978,11446
795464331001561088,25781,52646
795400264262053889,3108,10679
795076730285391872,5876,17175
794983741416415232,3652,0
794926597468000259,2495,10867
794355576146903043,11136,0
794332329137291264,2877,10139
794205286408003585,3579,9754
793962221541933056,5285,17786
793845145112371200,2028,9759
793614319594401792,3371,0
793601777308463104,1759,8437
793500921481273345,2573,11322
793286476301799424,9949,26017
793271401113350145,2572,9166
793256262322548741,9028,21144
793241302385262592,3548,11123
793226087023144960,3100,10417
793210959003287553,3040,9454
793195938047070209,6094,16170
793180763617361921,2153,7333
793165685325201412,3009,9967
793150605191548928,1838,6533
793135492858580992,2699,6828
793120401413079041,4231,13430
792913359805018113,4345,15177
792883833364439040,4629,11967
792773781206999040,1812,7762
792394556390137856,4642,14217
792050063153438720,1955,7591
791821351946420224,22747,0
791784077045166082,10412,0
791780927877898241,4126,0
791774931465953280,24021,47726
791672322847637504,3371,12415
791406955684368384,4452,13870
791312159183634433,2747,9288
791026214425268224,4444,0
790987426131050500,2308,10431
790946055508652032,5063,17593
790723298204217344,2502,0
790698755171364864,2071,8669
790581949425475584,7771,21859
790337589677002753,2014,8265
790277117346975746,3441,13276
790227638568808452,3861,0
789986466051088384,2502,9768
789960241177853952,4463,0
789903600034189313,4458,10975
789628658055020548,1923,7944
789599242079838210,2091,7149
789530877013393408,3652,12435
789314372632018944,2490,9101
789280767834746880,5343,0
789268448748703744,2801,9616
789137962068021249,3020,10259
788908386943430656,13377,28960
788765914992902144,11136,28969
788552643979468800,7780,0
788412144018661376,5717,16448
788178268662984705,2287,7632
788150585577050112,1406,6483
788070120937619456,3698,0
788039637453406209,1429,6487
787810552592695296,3302,9157
787717603741622272,3010,10800
787397959788929025,3062,11459
787322443945877504,1889,8223
787111942498508800,7271,0
786963064373534720,8608,28091
786729988674449408,2592,0
786709082849828864,6575,19199
786664955043049472,2755,11241
786595970293370880,3345,9934
786363235746385920,3774,11492
786286427768250368,3089,8407
786233965241827333,5144,16137
786051337297522688,166,1515
786036967502913536,7617,0
785927819176054784,3409,11998
785872687017132033,1961,7050
785639753186217984,2395,8245
785533386513321988,2159,9590
785515384317313025,1354,6430
785264754247995392,1758,7664
785170936622350336,5238,12723
784826020293709826,3485,10685
784517518371221505,2737,9452
784431430411685888,1382,6014
784183165795655680,8687,21225
784057939640352768,12006,31492
783839966405230592,11641,31664
783821107061198850,2107,7753
783695101801398276,3469,11001
783466772167098368,2425,8915
783391753726550016,5925,17772
783347506784731136,6032,0
783334639985389568,12605,30775
783085703974514689,2385,8584
782969140009107456,7906,25414
782747134529531904,1504,7875
782722598790725632,5818,18208
782598640137187329,2018,8213
782305867769217024,6000,17546
782021823840026624,6695,0
781955203444699136,3618,11719
781661882474196992,2914,10993
781655249211752448,1203,4203
781524693396357120,5972,21856
781308096455073793,2736,7500
781251288990355457,2252,8874
781163403222056960,2944,10305
780931614150983680,7898,22785
780858289093574656,2152,7566
780800785462489090,1403,5791
780601303617732608,3591,12730
780543529827336192,1856,6627
780496263422808064,3982,0
780476555013349377,124,0
780459368902959104,1149,5569
780192070812196864,2402,9156
780092040432480260,2473,0
780074436359819264,5368,12877
779834332596887552,7617,19957
779377524342161408,3355,9280
779124354206535695,19795,0
779123168116150273,3924,12416
779056095788752897,4859,15555
778990705243029504,7791,21025
778774459159379968,10704,0
778764940568104960,392,907
778748913645780993,1427,7250
778650543019483137,1614,6057
778624900596654080,1083,4884
778408200802557953,4675,14355
778396591732486144,13134,0
778383385161035776,1190,6158
778286810187399168,3539,10912
778039087836069888,2822,8898
778027034220126208,1735,6882
777953400541634568,3793,0
777885040357281792,1763,6692
777684233540206592,3164,11805
777641927919427584,4550,0
777621514455814149,2673,9216
777189768882946048,4638,15055
776819012571455488,14771,0
776813020089548800,1301,5126
776477788987613185,2995,9281
776249906839351296,9802,0
776218204058357768,17142,31492
776201521193218049,2705,10087
776113305656188928,4667,12343
776088319444877312,161,1923
775898661951791106,17638,0
775842724423557120,2863,12300
775733305207554048,4281,14548
775729183532220416,4897,13566
775364825476165632,3184,7801
775350846108426240,4180,10668
775085132600442880,5060,16346
774757898236878852,1898,8986
774639387460112384,1852,7055
774314403806253056,5962,22881
773985732834758656,4157,11269
773922284943896577,1855,6723
773704687002451968,1737,6933
773670353721753600,1392,5592
773547596996571136,6605,23189
773336787167145985,5443,0
773308824254029826,7993,24401
773247561583001600,3452,9868
773191612633579521,4403,10490
772877495989305348,4143,8996
772826264096874500,2504,8409
772615324260794368,3606,0
772581559778025472,1809,6804
772193107915964416,1490,6330
772152991789019136,1197,3977
772117678702071809,788,3946
772114945936949249,503,2854
772102971039580160,994,4202
771908950375665664,2027,6898
771770456517009408,3628,12591
771500966810099713,2807,8678
771380798096281600,5443,11018
771171053431250945,8088,0
771136648247640064,3129,9607
771102124360998913,1536,6552
771014301343748096,1756,7188
771004394259247104,233,0
770787852854652928,1296,5183
770772759874076672,1508,5444
770655142660169732,1864,7686
770414278348247044,2210,6603
770293558247038976,1595,6530
770093767776997377,3251,0
770069151037685760,2446,7927
769940425801170949,10294,32911
769695466921623552,1766,6695
769335591808995329,8211,0
769212283578875904,1829,5671
768970937022709760,6990,15095
768909767477751808,2872,0
768855141948723200,951,4403
768609597686943744,1286,4312
768596291618299904,1364,5263
768554158521745409,6218,0
768473857036525572,3652,14276
768193404517830656,3793,11427
767884188863397888,1494,4981
767754930266464257,5733,16784
767500508068192258,2495,7838
767191397493538821,4055,12849
767122157629476866,3036,10612
766864461642756096,6015,0
766793450729734144,1450,5320
766714921925144576,410,2727
766693177336135680,844,4215
766423258543644672,1701,6304
766313316352462849,2006,7105
766078092750233600,2771,0
766069199026450432,913,4462
766008592277377025,527,3925
765719909049503744,2285,7572
765669560888528897,1297,5441
765395769549590528,3626,27693
765371061932261376,2305,7418
765222098633691136,3606,12147
764857477905154048,1894,6732
764259802650378240,1616,6320
763956972077010945,58,782
763837565564780549,4444,13187
763183847194451968,1571,5653
763167063695355904,3210,0
763103485927849985,2437,7691
762699858130116608,3861,12718
762471784394268675,6890,11781
762464539388485633,4463,10770
762316489655476224,1199,5031
762035686371364864,16648,33401
761976711479193600,2150,5638
761750502866649088,4191,0
761745352076779520,915,4452
761672994376806400,30942,51810
761599872357261312,1252,4318
761371037149827077,19161,0
761334018830917632,1544,5438
761292947749015552,1168,4668
761227390836215808,1657,5556
761004547850530816,3698,11826
760893934457552897,1031,3992
760656994973933572,2043,6918
760641137271070720,1374,5185
760539183865880579,3870,7925
760521673607086080,1483,4422
760290219849637889,12232,28013
760252756032651264,921,4112
760190180481531904,1923,5948
760153949710192640,32,0
759943073749200896,2219,6198
759923798737051648,6015,15315
759846353224826880,2110,7011
759793422261743616,2025,6227
759566828574212096,22499,0
759557299618865152,1249,4903
759447681597108224,2592,8870
759446261539934208,516,1748
759197388317847553,2070,6325
759159934323924993,1235,0
759099523532779520,4437,15170
759047813560868866,2149,6780
758854675097526272,955,3708
758828659922702336,4072,11661
758740312047005698,1708,5976
758474966123810816,1057,3993
758467244762497024,2367,5014
758405701903519748,2049,5423
758355060040593408,1154,3573
758099635764359168,10704,20000
758041019896193024,399,2826
757741869644341248,3452,7186
757729163776290825,8616,0
757725642876129280,1291,4730
757611664640446465,1184,4765
757597904299253760,312,0
757596066325864448,1125,4521
757400162377592832,7276,15794
757393109802180609,1855,6077
757354760399941633,1515,4712
756998049151549440,2109,6552
756939218950160384,2130,6932
756651752796094464,1387,5276
756526248105566208,3832,10836
756303284449767430,1155,4112
756288534030475264,18534,44673
756275833623502848,1614,6697
755955933503782912,3072,7644
755206590534418437,5722,17151
755110668769038337,11785,22135
754874841593970688,8506,0
754856583969079297,2686,7174
754747087846248448,552,2692
754482103782404096,2073,5525
754449512966619136,776,3909
754120377874386944,2482,8180
753655901052166144,2302,6102
753420520834629632,3788,8264
753398408988139520,2041,6014
753375668877008896,2473,7959
753298634498793472,6111,0
753294487569522689,1112,3532
753039830821511168,22235,38705
753026973505581056,1038,4065
752932432744185856,7271,13153
752917284578922496,1672,7192
752701944171524096,3071,0
752682090207055872,1703,6232
752660715232722944,1666,4591
752568224206688256,2423,5750
752519690950500352,3669,7678
752334515931054080,1173,3978
752309394570878976,17735,0
752173152931807232,1949,6195
751950017322246144,986,3206
751937170840121344,1433,5423
751830394383790080,2068,6031
751793661361422336,3081,6098
751598357617971201,3228,8223
751583847268179968,1175,4578
751538714308972544,1344,5246
751456908746354688,1062,3336
751251247299190784,6231,13012
751205363882532864,1948,6561
751132876104687617,1378,5271
750868782890057730,1467,4978
750719632563142656,5343,13738
750506206503038976,1210,4619
750429297815552001,4550,13707
750383411068534784,1209,4736
750381685133418496,29,719
750147208377409536,1018,3235
750132105863102464,1356,3783
750117059602808832,1376,4506
750101899009982464,894,3161
750086836815486976,570,2266
750071704093859840,3545,8181
750056684286914561,951,3280
750041628174217216,655,3303
750026558547456000,834,2819
750011400160841729,962,3383
749996283729883136,855,3169
749981277374128128,2603,5316
749774190421639168,1390,4846
749417653287129088,1760,6344
749403093750648834,575,2732
749395845976588288,3669,8943
749317047558017024,2344,5701
749075273010798592,2190,5981
749064354620928000,1603,4982
749036806121881602,830,3231
748977405889503236,3603,11153
748932637671223296,2396,6063
748705597323898880,1002,2877
748699167502000129,1686,4915
748692773788876800,1406,4410
748575535303884801,2094,6307
748568946752774144,709,2273
748346686624440324,1307,5424
748337862848962560,4357,7966
748324050481647620,807,3839
748307329658011649,748,3811
748220828303695873,8238,14700
747963614829678593,2258,5993
747933425676525569,2692,6879
747885874273214464,1039,3056
747844099428986880,788,2921
747816857231626240,1226,5028
747651430853525504,163,1436
747648653817413632,6171,13392
747600769478692864,583,2409
747594051852075008,1110,3834
747512671126323200,1674,5743
747461612269887489,1085,4013
747439450712596480,2036,5629
747242308580548608,3031,0
747219827526344708,1664,5494
747204161125646336,969,3508
747103485104099331,4212,9940
746906459439529985,310,3001
746872823977771008,2268,6221
746818907684614144,1820,5495
746790600704425984,1681,5055
746757706116112384,4126,9919
746726898085036033,1887,6259
746542875601690625,1980,5222
746521445350707200,1035,0
746507379341139972,1144,4815
746369468511756288,1731,6402
746131877086527488,2328,7173
746056683365994496,858,3677
745789745784041472,1125,4173
745712589599014916,2450,7243
745433870967832576,2673,7340
745422732645535745,2555,8896
745314880350101504,2927,7435
745074613265149952,3716,8110
745057283344719872,2400,7497
744995568523612160,652,3075
744971049620602880,2846,8158
744709971296780288,1643,5792
744334592493166593,2249,7017
744234799360020481,82426,162077
744223424764059648,388,1739
743980027717509120,1144,4308
743895849529389061,1005,3767
743835915802583040,2192,0
743609206067040256,1451,4630
743595368194129920,6911,19073
743545585370791937,983,3647
743510151680958465,3902,8191
743253157753532416,1281,4374
743222593470234624,1996,6416
743210557239623680,1437,3990
742534281772302336,3738,7304
742528092657332225,2090,4577
742465774154047488,4098,7516
742423170473463808,3982,10159
742385895052087300,2090,7045
742161199639494656,1448,4493
742150209887731712,1639,5314
741793263812808706,1581,4707
741743634094141440,2910,8464
741438259667034112,873,3796
741303864243200000,3388,9076
741099773336379392,5835,10362
741067306818797568,3251,9786
740995100998766593,2911,6604
740711788199743490,982,3529
740699697422163968,821,2935
740676976021798912,7138,18778
740373189193256964,13975,36014
740365076218183684,453,2560
740359016048689152,896,3413
740214038584557568,2068,6915
739979191639244800,6218,20642
739932936087216128,1128,4191
739844404073074688,896,3925
739623569819336705,1431,3931
739606147276148736,1739,5549
739544079319588864,22499,40964
739485634323156992,3076,7412
739238157791694849,61038,119831
738891149612572673,6,112
738885046782832640,1200,3901
738883359779196928,848,3443
738537504001953792,1635,5265
738402415918125056,881,3357
738184450748633089,1263,4465
738166403467907072,3572,9080
738156290900254721,687,2609
737826014890496000,1850,5442
737800304142471168,3633,10328
737678689543020544,1392,5194
737445876994609152,4684,10614
737322739594330112,851,3719
737310737551491075,7796,15159
736736130620620800,1822,4436
736392552031657984,7780,18315
736365877722001409,1312,4112
736225175608430592,2906,8390
736010884653420544,3121,8129
735991953473572864,1209,3720
735648611367784448,1153,4133
735635087207878657,2460,6369
735274964362878976,5325,13424
735256018284875776,932,3447
735137028879360001,1012,3223
734912297295085568,545,2828
734787690684657664,6610,12965
734776360183431168,570,2590
734559631394082816,415,1536
733828123016450049,817,3691
733822306246479872,1058,3778
733482008106668032,989,3247
733460102733135873,1341,4332
